capacity	rpm		model			interface		buffer_size	ncq
4000		????	ST4000VN0011	SATA 6.0Gb/s	128
4000		7200	ST4000NE0025	SATA 6.0Gb/s	256
5000		7200	ST5000NM0024	SATA 6.0Gb/s	128
5000		????	ST5000VN0001	SATA 6.0Gb/s	128
5000		????	ST5000VN0011	SATA 6.0Gb/s	128
6000		7200	ST6000NE0023	SATA 6.0Gb/s	128
6000		7200	ST6000NM0024	SATA 6.0Gb/s	128
6000		????	ST6000VN0001	SATA 6.0Gb/s	128
6000		????	ST6000VN0011	SATA 6.0Gb/s	128
6000		????	ST6000VN0021	SATA 6.0Gb/s	256
6000		????	ST6000VN0031	SATA 6.0Gb/s	256
6000		7200	ST6000NE0001	SATA 6.0Gb/s	256
6000		7200	ST6000NE0003	SATA 6.0Gb/s	256
6000		7200	ST6000NE0011	SATA 6.0Gb/s	256
6000		7200	ST6000NE0021	SATA 6.0Gb/s	256
6000		7200	ST6000NM0065	SATA 6.0Gb/s	256
6000		7200	ST8000NE0011	SATA 6.0Gb/s	256
8000		????	ST8000VN0002	SATA 6.0Gb/s	256
8000		????	ST8000VN0012	SATA 6.0Gb/s	256
8000		????	ST8000VN0022	SATA 6.0Gb/s	256
8000		7200	ST8000NE0001	SATA 6.0Gb/s	256
8000		7200	ST8000NE0004	SATA 6.0Gb/s	256
8000		7200	ST8000NE0021	SATA 6.0Gb/s	256
8000		7200	ST8000NM0055	SATA 6.0Gb/s	256
10000		7200	ST10000NE0004	SATA 6.0Gb/s	256
12000		7200	ST12000NE0007	SATA 6.0Gb/s	256
